study_accession	experiment_accession	experiment_title	experiment_desc	organism_taxid 	organism_name	library_strategy	library_source	library_selection	sample_accession	sample_title	instrument	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP253728	SRX8114915	ARTIC Sequencing of hCoV-19: USA/WI-105/2020	ARTIC Sequencing of hCoV-19: USA/WI-105/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479989		GridION	103778	46087619	SRR11579314	103778	50013313
SRP253728	SRX8114914	ARTIC Sequencing of hCoV-19: USA/WI-87/2020	ARTIC Sequencing of hCoV-19: USA/WI-87/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479988		GridION	109091	48302886	SRR11579315	109091	52566870
SRP253728	SRX8114913	ARTIC Sequencing of hCoV-19: USA/WI-104/2020	ARTIC Sequencing of hCoV-19: USA/WI-104/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479986		GridION	101926	45243496	SRR11579316	101926	49215842
SRP253728	SRX8114912	ARTIC Sequencing of hCoV-19: USA/WI-103/2020	ARTIC Sequencing of hCoV-19: USA/WI-103/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479987		GridION	63278	28362853	SRR11579317	63278	30760094
SRP253728	SRX8114911	ARTIC Sequencing of hCoV-19: USA/WI-102/2020	ARTIC Sequencing of hCoV-19: USA/WI-102/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479984		GridION	50805	22843253	SRR11579318	50805	24746057
SRP253728	SRX8114910	ARTIC Sequencing of hCoV-19: USA/WI-101/2020	ARTIC Sequencing of hCoV-19: USA/WI-101/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479985		GridION	65105	29057903	SRR11579319	65105	31498616
SRP253728	SRX8114909	ARTIC Sequencing of hCoV-19: USA/WI-100/2020	ARTIC Sequencing of hCoV-19: USA/WI-100/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479982		GridION	101095	44957735	SRR11579320	101095	48895476
SRP253728	SRX8114908	ARTIC Sequencing of hCoV-19: USA/WI-99/2020	ARTIC Sequencing of hCoV-19: USA/WI-99/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479983		GridION	123860	54557234	SRR11579321	123860	59412095
SRP253728	SRX8114907	ARTIC Sequencing of hCoV-19: USA/WI-98/2020	ARTIC Sequencing of hCoV-19: USA/WI-98/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479981		GridION	107867	48072872	SRR11579322	107867	52293685
SRP253728	SRX8114906	ARTIC Sequencing of hCoV-19: USA/WI-97/2020	ARTIC Sequencing of hCoV-19: USA/WI-97/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479980		GridION	113769	50628799	SRR11579323	113769	55097773
SRP253728	SRX8114905	ARTIC Sequencing of hCoV-19: USA/WI-96/2020	ARTIC Sequencing of hCoV-19: USA/WI-96/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479979		GridION	102630	45306449	SRR11579324	102630	49285591
SRP253728	SRX8114904	ARTIC Sequencing of hCoV-19: USA/WI-95/2020	ARTIC Sequencing of hCoV-19: USA/WI-95/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479978		GridION	107563	47615712	SRR11579325	107563	51825542
SRP253728	SRX8114903	ARTIC Sequencing of hCoV-19: USA/WI-86/2020	ARTIC Sequencing of hCoV-19: USA/WI-86/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479977		GridION	100541	44724506	SRR11579326	100541	48666257
SRP253728	SRX8114902	ARTIC Sequencing of hCoV-19: USA/WI-85/2020	ARTIC Sequencing of hCoV-19: USA/WI-85/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6479976		GridION	107548	47883101	SRR11579327	107548	52111955
SRP254488	SRX8112342	SARS-CoV-2/190300/human/2020/Malaysia _EPI_ISL_417920	SARS-CoV-2/190300/human/2020/Malaysia _EPI_ISL_417920	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6477428		Illumina iSeq 100	898380	54608709	SRR11542243	898380	153868630
SRP254488	SRX8112341	SARS-CoV-2/186197/human/2020/Malaysia_EPI_ISL_417919	SARS-CoV-2/186197/human/2020/Malaysia_EPI_ISL_417919	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6477427		Illumina iSeq 100	733611	42237977	SRR11542244	733611	118456321
SRP255993	SRX8095881	WGS of SARS-CoV-2 R03006_2020_2	WGS of SARS-CoV-2 R03006_2020_2	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	GENOMIC	RANDOM	SRS6462475		Illumina MiSeq	2971431	1079578933	SRR11524818	2971431	1787565242
SRP255993	SRX8095880	WGS of SARS-CoV-2 R03006_2020_1	WGS of SARS-CoV-2 R03006_2020_1	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	GENOMIC	RANDOM	SRS6462474		Illumina MiSeq	1731908	686253041	SRR11524819	1731908	1042411429
SRP254488	SRX8086361	SARS-CoV-2/188407/human/2020/Malaysia_EPI_ISL_417918	SARS-CoV-2/188407/human/2020/Malaysia_EPI_ISL_417918	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RANDOM	SRS6395996		Illumina iSeq 100	1028510	61978032	SRR11514749	1028510	174500672
SRP254488	SRX8086360	SARS-CoV-2/189332/human/2020/Malaysia_EPI_ISL_417917	SARS-CoV-2/189332/human/2020/Malaysia_EPI_ISL_417917	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RANDOM	SRS6395995		Illumina iSeq 100	947580	57310158	SRR11514750	947580	161748802
SRP254488	SRX8023307	Amplicon-Seq of SARS-CoV-2/188407/human/2020/Malaysia_EPI_ISL_417918	Amplicon-Seq of SARS-CoV-2/188407/human/2020/Malaysia_EPI_ISL_417918	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6395996		MinION	156267	67798470	SRR11445485	156267	73760203
SRP254488	SRX8023306	Amplicon-Seq of SARS-CoV-2/189332/human/2020/Malaysia_EPI_ISL_417917	Amplicon-Seq of SARS-CoV-2/189332/human/2020/Malaysia_EPI_ISL_417917	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6395995		MinION	73101	31568444	SRR11445486	73101	34238618
SRP255769	SRX8085416		Metagenomics of Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	RNA-Seq	VIRAL RNA	PCR	SRS6452975		Illumina iSeq 100	3861065	359284178	SRR11513776	3861065	1127430980
SRP253926	SRX8084758	PCR Tiled  Amplification of SARS-CoV-2	PCR Tiled  Amplification of SARS-CoV-2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6452814		Illumina MiSeq	15525	623973	SRR11513114	15525	2235631
SRP253926	SRX8084757	PCR Tiled  Amplification of SARS-CoV-2	PCR Tiled  Amplification of SARS-CoV-2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6452813		Illumina MiSeq	331356	49366774	SRR11513115	331356	97030676
SRP253926	SRX8084756	PCR Tiled  Amplification of SARS-CoV-2	PCR Tiled  Amplification of SARS-CoV-2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6452812		Illumina MiSeq	416976	60385925	SRR11513116	416976	122054838
SRP253926	SRX8084755	PCR Tiled  Amplification of SARS-CoV-2	PCR Tiled  Amplification of SARS-CoV-2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6452811		Illumina MiSeq	361364	51642186	SRR11513117	361364	105564478
SRP253926	SRX8084754	PCR Tiled  Amplification of SARS-CoV-2	PCR Tiled  Amplification of SARS-CoV-2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6452810		Illumina MiSeq	692047	32716649	SRR11513118	692047	98790461
SRP255672	SRX8080614	Peru_hCov	Peru_hCov	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6448834		Illumina MiSeq	2359909	667846540	SRR11508492	2359909	949591251
SRP253728	SRX8079500	ARTIC Sequencing of hCoV-19: USA/WI-34/2020	ARTIC Sequencing of hCoV-19: USA/WI-34/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447836		GridION	171508	76724123	SRR11579277	171508	83632915
SRP253728	SRX8079499	ARTIC Sequencing of hCoV-19: USA/WI-33/2020	ARTIC Sequencing of hCoV-19: USA/WI-33/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447835		GridION	224545	100098449	SRR11579278	224545	109158348
SRP253728	SRX8079498	ARTIC Sequencing of hCoV-19: USA/WI-32/2020	ARTIC Sequencing of hCoV-19: USA/WI-32/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447834		GridION	216193	96565259	SRR11579279	216193	105248998
SRP253728	SRX8079497	ARTIC Sequencing of hCoV-19: USA/WI-31/2020	ARTIC Sequencing of hCoV-19: USA/WI-31/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447833		GridION	252031	111745819	SRR11579280	252031	121868497
SRP253728	SRX8079496	ARTIC Sequencing of hCoV-19: USA/WI-84/2020	ARTIC Sequencing of hCoV-19: USA/WI-84/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447832		GridION	107835	47453360	SRR11579281	107835	51834455
SRP253728	SRX8079495	ARTIC Sequencing of hCoV-19: USA/WI-83/2020	ARTIC Sequencing of hCoV-19: USA/WI-83/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447831		GridION	127163	55858739	SRR11579282	127163	61012902
SRP253728	SRX8079494	ARTIC Sequencing of hCoV-19: USA/WI-82/2020	ARTIC Sequencing of hCoV-19: USA/WI-82/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447830		GridION	122811	54466892	SRR11579283	122811	59478285
SRP253728	SRX8079493	ARTIC Sequencing of hCoV-19: USA/WI-81/2020	ARTIC Sequencing of hCoV-19: USA/WI-81/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447829		GridION	115951	51048842	SRR11579284	115951	55851272
SRP253728	SRX8079492	ARTIC Sequencing of hCoV-19: USA/WI-80/2020	ARTIC Sequencing of hCoV-19: USA/WI-80/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447828		GridION	186887	81984795	SRR11579285	186887	89695836
SRP253728	SRX8079491	ARTIC Sequencing of hCoV-19: USA/WI-79/2020	ARTIC Sequencing of hCoV-19: USA/WI-79/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447827		GridION	128903	56779112	SRR11579286	128903	62050912
SRP253728	SRX8079490	ARTIC Sequencing of hCoV-19: USA/WI-78/2020	ARTIC Sequencing of hCoV-19: USA/WI-78/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447826		GridION	248719	110347213	SRR11579287	248719	120440115
SRP253728	SRX8079489	ARTIC Sequencing of hCoV-19: USA/WI-77/2020	ARTIC Sequencing of hCoV-19: USA/WI-77/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447825		GridION	257134	113500364	SRR11579288	257134	123923705
SRP253728	SRX8079488	ARTIC Sequencing of hCoV-19: USA/WI-76/2020	ARTIC Sequencing of hCoV-19: USA/WI-76/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447824		GridION	348812	154035900	SRR11579289	348812	168191619
SRP253728	SRX8079487	ARTIC Sequencing of hCoV-19: USA/WI-75/2020	ARTIC Sequencing of hCoV-19: USA/WI-75/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447823		GridION	111842	49610869	SRR11579290	111842	54118286
SRP253728	SRX8079486	ARTIC Sequencing of hCoV-19: USA/WI-30/2020	ARTIC Sequencing of hCoV-19: USA/WI-30/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447822		GridION	204004	91361434	SRR11579291	204004	99606380
SRP253728	SRX8079485	ARTIC Sequencing of hCoV-19: USA/WI-74/2020	ARTIC Sequencing of hCoV-19: USA/WI-74/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447821		GridION	174184	76862497	SRR11579292	174184	83834270
SRP253728	SRX8079484	ARTIC Sequencing of hCoV-19: USA/WI-73/2020	ARTIC Sequencing of hCoV-19: USA/WI-73/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447820		GridION	101364	45035992	SRR11579233	101364	49070334
SRP253728	SRX8079483	ARTIC Sequencing of hCoV-19: USA/WI-72/2020	ARTIC Sequencing of hCoV-19: USA/WI-72/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447819		GridION	115428	50908685	SRR11579234	115428	55472396
SRP253728	SRX8079482	ARTIC Sequencing of hCoV-19: USA/WI-71/2020	ARTIC Sequencing of hCoV-19: USA/WI-71/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447818		GridION	107045	47372208	SRR11579235	107045	51593348
SRP253728	SRX8079481	ARTIC Sequencing of hCoV-19: USA/WI-70/2020	ARTIC Sequencing of hCoV-19: USA/WI-70/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447817		GridION	137224	60572576	SRR11579236	137224	65999796
SRP253728	SRX8079480	ARTIC Sequencing of hCoV-19: USA/WI-69/2020	ARTIC Sequencing of hCoV-19: USA/WI-69/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447816		GridION	107862	47539957	SRR11579237	107862	51807325
SRP253728	SRX8079479	ARTIC Sequencing of hCoV-19: USA/WI-68/2020	ARTIC Sequencing of hCoV-19: USA/WI-68/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447815		GridION	257888	113945355	SRR11579238	257888	124360361
SRP253728	SRX8079478	ARTIC Sequencing of hCoV-19: USA/WI-67/2020	ARTIC Sequencing of hCoV-19: USA/WI-67/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447814		GridION	194138	86115565	SRR11579239	194138	93932678
SRP253728	SRX8079477	ARTIC Sequencing of hCoV-19: USA/WI-66/2020	ARTIC Sequencing of hCoV-19: USA/WI-66/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447813		GridION	131770	58482936	SRR11579240	131770	63773637
SRP253728	SRX8079476	ARTIC Sequencing of hCoV-19: USA/WI-65/2020	ARTIC Sequencing of hCoV-19: USA/WI-65/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447812		GridION	106774	47305371	SRR11579241	106774	51590994
SRP253728	SRX8079475	ARTIC Sequencing of hCoV-19: USA/WI-29/2020	ARTIC Sequencing of hCoV-19: USA/WI-29/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447811		GridION	165763	73549241	SRR11579242	165763	80124231
SRP253728	SRX8079474	ARTIC Sequencing of hCoV-19: USA/WI-64/2020	ARTIC Sequencing of hCoV-19: USA/WI-64/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447810		GridION	111549	49996202	SRR11579243	111549	54366842
SRP253728	SRX8079473	ARTIC Sequencing of hCoV-19: USA/WI-63/2020	ARTIC Sequencing of hCoV-19: USA/WI-63/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447809		GridION	105725	47773802	SRR11579244	105725	51930901
SRP253728	SRX8079472	ARTIC Sequencing of hCoV-19: USA/WI-62/2020	ARTIC Sequencing of hCoV-19: USA/WI-62/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447808		GridION	109701	49519089	SRR11579245	109701	53877349
SRP253728	SRX8079471	ARTIC Sequencing of hCoV-19: USA/WI-61/2020	ARTIC Sequencing of hCoV-19: USA/WI-61/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447807		GridION	113739	51387390	SRR11579246	113739	55855539
SRP253728	SRX8079470	ARTIC Sequencing of hCoV-19: USA/WI-60/2020	ARTIC Sequencing of hCoV-19: USA/WI-60/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447806		GridION	145556	65171897	SRR11579247	145556	70820765
SRP253728	SRX8079469	ARTIC Sequencing of hCoV-19: USA/WI-59/2020	ARTIC Sequencing of hCoV-19: USA/WI-59/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447805		GridION	100138	45208756	SRR11579248	100138	49138462
SRP253728	SRX8079468	ARTIC Sequencing of hCoV-19: USA/WI-58/2020	ARTIC Sequencing of hCoV-19: USA/WI-58/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447804		GridION	127904	57370959	SRR11579249	127904	62365508
SRP253728	SRX8079467	ARTIC Sequencing of hCoV-19: USA/WI-57/2020	ARTIC Sequencing of hCoV-19: USA/WI-57/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447803		GridION	145731	65705177	SRR11579250	145731	71517379
SRP253728	SRX8079466	ARTIC Sequencing of hCoV-19: USA/WI-56/2020	ARTIC Sequencing of hCoV-19: USA/WI-56/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447802		GridION	104687	47232504	SRR11579251	104687	51363302
SRP253728	SRX8079465	ARTIC Sequencing of hCoV-19: USA/WI-55/2020	ARTIC Sequencing of hCoV-19: USA/WI-55/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447801		GridION	110176	49366110	SRR11579252	110176	53667034
SRP253728	SRX8079464	ARTIC Sequencing of hCoV-19: USA/WI-28/2020	ARTIC Sequencing of hCoV-19: USA/WI-28/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447800		GridION	108881	48530486	SRR11579253	108881	52912817
SRP253728	SRX8079463	ARTIC Sequencing of hCoV-19: USA/WI-54/2020	ARTIC Sequencing of hCoV-19: USA/WI-54/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447799		GridION	148609	66538579	SRR11579254	148609	72363265
SRP253728	SRX8079462	ARTIC Sequencing of hCoV-19: USA/WI-53/2020	ARTIC Sequencing of hCoV-19: USA/WI-53/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447798		GridION	126850	56934304	SRR11579255	126850	61871813
SRP253728	SRX8079461	ARTIC Sequencing of hCoV-19: USA/WI-52/2020	ARTIC Sequencing of hCoV-19: USA/WI-52/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447797		GridION	159406	71472537	SRR11579256	159406	77705326
SRP253728	SRX8079460	ARTIC Sequencing of hCoV-19: USA/WI-51/2020	ARTIC Sequencing of hCoV-19: USA/WI-51/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447796		GridION	134629	60244218	SRR11579257	134629	65521424
SRP253728	SRX8079459	ARTIC Sequencing of hCoV-19: USA/WI-50/2020	ARTIC Sequencing of hCoV-19: USA/WI-50/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447795		GridION	111384	50003716	SRR11579258	111384	54343086
SRP253728	SRX8079458	ARTIC Sequencing of hCoV-19: USA/WI-49/2020	ARTIC Sequencing of hCoV-19: USA/WI-49/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447794		GridION	114236	51594694	SRR11579259	114236	56068012
SRP253728	SRX8079457	ARTIC Sequencing of hCoV-19: USA/WI-48/2020	ARTIC Sequencing of hCoV-19: USA/WI-48/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447793		GridION	108707	48514505	SRR11579260	108707	52812592
SRP253728	SRX8079456	ARTIC Sequencing of hCoV-19: USA/WI-47/2020	ARTIC Sequencing of hCoV-19: USA/WI-47/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447792		GridION	158880	71130947	SRR11579261	158880	77362885
SRP253728	SRX8079455	ARTIC Sequencing of hCoV-19: USA/WI-46/2020	ARTIC Sequencing of hCoV-19: USA/WI-46/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447791		GridION	256064	115627923	SRR11579262	256064	125808101
SRP253728	SRX8079454	ARTIC Sequencing of hCoV-19: USA/WI-45/2020	ARTIC Sequencing of hCoV-19: USA/WI-45/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447790		GridION	119436	53512792	SRR11579263	119436	58185785
SRP253728	SRX8079453	ARTIC Sequencing of hCoV-19: USA/WI-27/2020	ARTIC Sequencing of hCoV-19: USA/WI-27/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447789		GridION	166160	74343534	SRR11579264	166160	81051109
SRP253728	SRX8079452	ARTIC Sequencing of hCoV-19: USA/WI-44/2020	ARTIC Sequencing of hCoV-19: USA/WI-44/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447788		GridION	222449	98655350	SRR11579265	222449	107570067
SRP253728	SRX8079451	ARTIC Sequencing of hCoV-19: USA/WI-43/2020	ARTIC Sequencing of hCoV-19: USA/WI-43/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447787		GridION	253349	113100451	SRR11579266	253349	123336237
SRP253728	SRX8079450	ARTIC Sequencing of hCoV-19: USA/WI-42/2020	ARTIC Sequencing of hCoV-19: USA/WI-42/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447786		GridION	113676	50479446	SRR11579267	113676	55014694
SRP253728	SRX8079449	ARTIC Sequencing of hCoV-19: USA/WI-41/2020	ARTIC Sequencing of hCoV-19: USA/WI-41/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447785		GridION	248694	111435502	SRR11579268	248694	121519042
SRP253728	SRX8079448	ARTIC Sequencing of hCoV-19: USA/WI-40/2020	ARTIC Sequencing of hCoV-19: USA/WI-40/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447784		GridION	229623	102577328	SRR11579269	229623	111818380
SRP253728	SRX8079447	ARTIC Sequencing of hCoV-19: USA/WI-39/2020	ARTIC Sequencing of hCoV-19: USA/WI-39/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447783		GridION	208169	92744149	SRR11579270	208169	101113763
SRP253728	SRX8079446	ARTIC Sequencing of hCoV-19: USA/WI-38/2020	ARTIC Sequencing of hCoV-19: USA/WI-38/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447782		GridION	117669	52735474	SRR11579271	117669	57489414
SRP253728	SRX8079445	ARTIC Sequencing of hCoV-19: USA/WI-37/2020	ARTIC Sequencing of hCoV-19: USA/WI-37/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447781		GridION	124174	55477019	SRR11579272	124174	60474919
SRP253728	SRX8079444	ARTIC Sequencing of hCoV-19: USA/WI-36/2020	ARTIC Sequencing of hCoV-19: USA/WI-36/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447780		GridION	162550	72655477	SRR11579273	162550	79289510
SRP253728	SRX8079443	ARTIC Sequencing of hCoV-19: USA/WI-35/2020	ARTIC Sequencing of hCoV-19: USA/WI-35/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447779		GridION	258969	115461434	SRR11579274	258969	125987740
SRP253728	SRX8079442	ARTIC Sequencing of hCoV-19: USA/WI-26/2020	ARTIC Sequencing of hCoV-19: USA/WI-26/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447778		GridION	102362	45870980	SRR11579275	102362	49993568
SRP253728	SRX8079441	ARTIC Sequencing of hCoV-19: USA/WI-25/2020	ARTIC Sequencing of hCoV-19: USA/WI-25/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6447777		GridION	114592	51110066	SRR11579276	114592	55657553
SRP253798	SRX8070686	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6439270		NextSeq 550	504478	63253285	SRR11494509	504478	138979355
SRP253798	SRX8070685	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6439269		NextSeq 550	392315	51390981	SRR11494510	392315	115072778
SRP253798	SRX8070684	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6439268		NextSeq 550	319755	42092145	SRR11494511	319755	94381174
SRP253798	SRX8070683	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6439267		NextSeq 550	4151	596225	SRR11494512	4151	1165217
SRP253798	SRX8070682	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6439266		NextSeq 550	438674	57679215	SRR11494513	438674	129423007
SRP253798	SRX8070681	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6439265		NextSeq 550	285453	37696956	SRR11494514	285453	83993864
