	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
6403	SRR11494719	2020-04-08 03:01:26	2020-04-12 19:17:49	388015	113959514	388015	293	52		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494719	SRX8070476	VIC111_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439060	SAMN14546614	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC111/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	AFF44DC1F095E8D5FC67E55BC68AE00D	BEB545E716B64EBB1F294156D96FDD80
6404	SRR11494708	2020-04-08 03:07:13	2020-04-12 19:24:28	658596	193097909	658596	293	88		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494708	SRX8070487	VIC112_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439071	SAMN14546615	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC112/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	20C534CE889DCA20A3959A3FC8A69292	E77BB59A4E024CA49667159215875D9E
6405	SRR11494697	2020-04-08 03:07:13	2020-04-12 19:20:29	599957	175385098	599957	292	79		https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/011225/SRR11494697	SRX8070498	VIC113_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439082	SAMN14546616	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC113/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	2343CEF59084EDDB4E8B6AF13D52D343	3B4146DB8AC2772BCD739E23BEE6B099
6406	SRR11494686	2020-04-08 03:04:31	2020-04-12 19:12:51	413535	121325065	413535	293	55		https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/011225/SRR11494686	SRX8070509	VIC114_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439093	SAMN14546617	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC114/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	B239E05E52E90E4EC4C69CE06422D8CC	C943EEE76287E9E4D77FC0721C0424B9
6407	SRR11494674	2020-04-08 03:01:27	2020-04-12 19:10:53	397161	116678702	397161	293	53		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494674	SRX8070521	VIC115_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439105	SAMN14546618	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC115/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	F0DA17FD0DCBC69E680320D0273B5F80	374966390B6D6F959FB7750308313EE9
6408	SRR11494663	2020-04-08 03:01:27	2020-04-12 19:14:16	355289	104874029	355289	295	48		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494663	SRX8070532	VIC116_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439116	SAMN14546619	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC116/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	B307C85E1C8C6AE341642249650E8464	72C5820BEBD1813585D8B9DD3AF81835
6409	SRR11494652	2020-04-08 03:01:27	2020-04-12 19:10:10	372845	109066288	372845	292	49		https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/011225/SRR11494652	SRX8070543	VIC117_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439127	SAMN14546620	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC117/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	3041E5F3BF53670813F95D166E9A251B	0A81CE6BC2B2AEC66BB7A14D59311F4B
6410	SRR11494743	2020-04-08 03:05:12	2020-04-12 19:21:49	381580	111133253	381580	291	47		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494743	SRX8070452	VIC227_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439037	SAMN14546736	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC227/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	68781EBFBABB056C4AC9E4C89BF092EE	1A510E3361A9CBDE3550DA9BD39A4991
6411	SRR11494742	2020-04-08 03:04:31	2020-04-12 19:25:21	618080	180559151	618080	292	75		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494742	SRX8070453	VIC228_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439036	SAMN14546737	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC228/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	D4A30EF51F04D861D478A79FC3A2CA89	A9D578A4F3C6A0251FEB4A947CF261ED
6412	SRR11494740	2020-04-08 03:02:15	2020-04-12 19:18:15	394847	115798578	394847	293	49		https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/011225/SRR11494740	SRX8070455	VIC229_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439039	SAMN14546738	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC229/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	73C417ED10E627831467F389D189777F	1C0FBA98E72B749A3CDCBD6193EB1E10
6413	SRR11494739	2020-04-08 03:07:13	2020-04-12 19:21:17	624612	183874244	624612	294	83		https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/011225/SRR11494739	SRX8070456	VIC23_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439041	SAMN14546739	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC23/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	2C0E1435121ED39C42177771EBEEDF89	F792CAB684A2D94DD58C2AA54F33C466
6414	SRR11494738	2020-04-08 03:22:47	2020-04-12 19:21:29	350177	102726011	350177	293	43		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494738	SRX8070457	VIC230_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439040	SAMN14546740	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC230/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	C1119E21F95DCE12187D85AE791D7D94	CD5976F2FCDB589F15B056A8B091619F
6415	SRR11494737	2020-04-08 03:01:26	2020-04-12 19:23:45	395580	115936303	395580	293	49		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494737	SRX8070458	VIC231_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439043	SAMN14546741	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC231/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	CB99BBA390692E4A19C9FA7AC9C8FACB	D07AE24DCB23AEE3639977416C83C2ED
6416	SRR11494736	2020-04-08 03:05:12	2020-04-12 19:19:17	404550	118534375	404550	293	50		https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011225/SRR11494736	SRX8070459	VIC232_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439042	SAMN14546742	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC232/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	1DD932C7EB4BD190F5B77C7FE24D7340	B74CFD4C4F8800CCA59EDFCB5070B39A
6417	SRR11494735	2020-04-08 03:02:15	2020-04-12 19:20:10	233191	68408900	233191	293	29		https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/011225/SRR11494735	SRX8070460	VIC233_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439044	SAMN14546743	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC233/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	5D19C1BD5E985BA16E3188235C27F0B9	26BE6168585E4E95B951314FDC18296F
6418	SRR11494734	2020-04-08 03:06:39	2020-04-12 19:25:09	606555	178729847	606555	294	75		https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011225/SRR11494734	SRX8070461	VIC234_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439045	SAMN14546744	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC234/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	CFEC13B5345946FFFE0F4144BFC92091	BF040E9D9D47630B21CA67941CDB977E
6419	SRR11494733	2020-04-08 03:05:12	2020-04-12 19:18:25	151230	38652663	151230	255	13		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494733	SRX8070462	VIC235_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina iSeq 100	SRP253798	PRJNA613958		613958	SRS6439047	SAMN14546745	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC235/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	4B3B2137148C9D8414AF27970498C42E	E0564E1CD585B2112BBE3377C36B19C4
6420	SRR11494732	2020-04-08 03:05:12	2020-04-12 19:19:56	486814	142692124	486814	293	60		https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/011225/SRR11494732	SRX8070463	VIC236_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439046	SAMN14546746	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC236/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	E514F0E3D8CF69F04E7568B64051CE81	791D52D6C67C37585575788B0E8DCE57
6421	SRR11494731	2020-04-08 03:05:12	2020-04-12 19:17:15	351255	102596638	351255	292	44		https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/011225/SRR11494731	SRX8070464	VIC237_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439048	SAMN14546747	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC237/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	7D26D09065D6CD37B65CE4909A0044E6	9C79EA9EEA22EAAE4300B61BD0A06294
6422	SRR11494729	2020-04-08 03:05:12	2020-04-12 19:23:38	598893	174799152	598893	291	73		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494729	SRX8070466	VIC238_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439050	SAMN14546748	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC238/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	DC240A9FD6284790254A645F0DE5E54B	AA95A13797FEA594E37F6287D07AB539
6423	SRR11494728	2020-04-08 03:04:31	2020-04-12 19:18:30	387635	113653664	387635	293	48		https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/011225/SRR11494728	SRX8070467	VIC239_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439051	SAMN14546749	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC239/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	E4660AED87F9DFF371DA398B27AA8D90	1D9040C67E31FF831AB6C7FF5E5AC842
6424	SRR11494727	2020-04-08 03:02:15	2020-04-12 19:20:39	602246	177656868	602246	294	80		https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/011225/SRR11494727	SRX8070468	VIC24_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439052	SAMN14546750	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC24/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	E4AF15FDC84DCAA0031B8B4DEB68AF98	5A9EE7EB3CB39D087F833AC5D51A4372
6425	SRR11494726	2020-04-08 03:05:12	2020-04-12 19:20:12	412495	120511685	412495	292	51		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494726	SRX8070469	VIC240_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439053	SAMN14546751	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC240/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	1852881B6736C851AA91862E690487A3	6829ADBFABF01E6D0EC8150066A7A587
6426	SRR11494725	2020-04-08 03:06:39	2020-04-12 19:24:23	432943	126699817	432943	292	53		https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/011225/SRR11494725	SRX8070470	VIC241_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439054	SAMN14546752	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC241/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	36F1B7A0CDFB5C6495C45F6CBE4875BD	B24C722844A68F650305ABB12FA40C56
6427	SRR11494724	2020-04-08 03:05:12	2020-04-12 19:19:02	414299	121434599	414299	293	52		https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/011225/SRR11494724	SRX8070471	VIC242_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439055	SAMN14546753	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC242/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	AAE3BD2829F26378A5CCF68517D46323	3D8862E34E37743C5BA592FAB7ADC899
6428	SRR11494723	2020-04-08 03:02:15	2020-04-12 19:21:34	407829	119524972	407829	293	51		https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011225/SRR11494723	SRX8070472	VIC243_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439056	SAMN14546754	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC243/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	6C790A70620D3E7F9CFDB48C7D6F793B	5CB7911FAEDA3A48BF20A778C6BD4DDC
6429	SRR11494722	2020-04-08 03:06:39	2020-04-12 19:22:36	472051	138733681	472051	293	58		https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/011225/SRR11494722	SRX8070473	VIC244_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439057	SAMN14546755	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC244/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	A9D70B27B41A2AB8806C6C15D7ED4CEB	42128E0BC889B442AD392F7ED2E00173
6430	SRR11494721	2020-04-08 03:04:31	2020-04-12 19:20:45	691872	202109499	691872	292	84		https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/011225/SRR11494721	SRX8070474	VIC245_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439058	SAMN14546756	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC245/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	4BAC3F0DD394055D9F2F3AD4A8655B91	91829C745F1E2862C2B823FEAF34EC9F
6431	SRR11494720	2020-04-08 03:01:26	2020-04-12 19:18:34	619026	180990235	619026	292	76		https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/011225/SRR11494720	SRX8070475	VIC246_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439059	SAMN14546757	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC246/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	F49319238C84BA7B00A5C9CFCE53457A	A051E5590E5EFE21ED4E7C0C796CB2F6
6432	SRR11494718	2020-04-08 03:01:26	2020-04-12 19:20:22	368806	107736922	368806	292	46		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494718	SRX8070477	VIC247_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439061	SAMN14546758	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC247/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	E29589FCEA43C6F5301A94614E705FD9	7C59F36B83E27802E44A062F0CE6128D
6433	SRR11494717	2020-04-08 03:05:12	2020-04-12 19:18:18	445475	130034089	445475	291	55		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494717	SRX8070478	VIC248_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439062	SAMN14546759	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC248/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	5BFF065862EDF142E15E22B1E0EC5B80	38B75EBC7D1B00406910E00F7F0137CA
6434	SRR11494716	2020-04-08 03:01:26	2020-04-12 19:24:14	622264	182103801	622264	292	76		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494716	SRX8070479	VIC249_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439063	SAMN14546760	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC249/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	25BD7A7FE3ECAA24B5A051FF7D228ED4	CEF9FBCCCDF017CF6306A1650551A48F
6435	SRR11494715	2020-04-08 03:06:39	2020-04-12 19:20:22	600402	177020872	600402	294	80		https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/011225/SRR11494715	SRX8070480	VIC25_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439064	SAMN14546761	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC25/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	554461CAB61DC1A09C74794D2D239956	479551EA7E096D52FD84C6E8BBD4423E
6436	SRR11494714	2020-04-08 03:01:27	2020-04-12 19:21:49	577375	162989372	577375	282	69		https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011225/SRR11494714	SRX8070481	VIC250_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439065	SAMN14546762	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC250/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	11AFB256DD1C3510351996354A4F9F0D	23AED9E281CFBE69C8F50515B68BD4BC
6437	SRR11494713	2020-04-08 03:07:13	2020-04-12 19:23:02	529898	148728367	529898	280	63		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494713	SRX8070482	VIC251_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439067	SAMN14546763	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC251/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	C785EE71566346CE2F9CFC990E594CCE	435DD42DA4D2765D30EAA9A696E582A1
6438	SRR11494712	2020-04-08 03:05:12	2020-04-12 19:23:26	632513	184284513	632513	291	77		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494712	SRX8070483	VIC252_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439066	SAMN14546764	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC252/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	4E5151CDC9C1150D945F82F36C31B90A	770993881F21824D26F96D51A6A86EC7
6439	SRR11494711	2020-04-08 03:05:12	2020-04-12 19:23:06	631431	183709137	631431	290	77		https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011225/SRR11494711	SRX8070484	VIC253_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439068	SAMN14546765	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC253/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	00B6D44DD2F9D615EC610A9D658508FB	87E4BF026C7825B1FBF4D1CD150575F4
6440	SRR11494710	2020-04-08 02:59:59	2020-04-12 19:22:46	610474	178607296	610474	292	75		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494710	SRX8070485	VIC254_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439069	SAMN14546766	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC254/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	19D9807257FEF4300C04716F9F2102AE	38C0D70DB295FC9E926B0AFA0B134E26
6441	SRR11494709	2020-04-08 03:06:39	2020-04-12 19:18:12	593332	171666759	593332	289	72		https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011225/SRR11494709	SRX8070486	VIC255_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439070	SAMN14546767	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC255/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	C20657F569E5AF49A57E81D0835C163D	CD51F9C623A3CB8CE64710CC8CFC8633
6442	SRR11494707	2020-04-08 03:05:12	2020-04-12 19:19:56	544501	152384638	544501	279	64		https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/011225/SRR11494707	SRX8070488	VIC256_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439072	SAMN14546768	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC256/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	B07B77C8EB0A1E9F04B70BC2E9BE10D5	7033D60A9B602CF515353B8831DBE67B
6443	SRR11494706	2020-04-08 02:59:59	2020-04-12 19:24:15	628537	180961350	628537	287	76		https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/011225/SRR11494706	SRX8070489	VIC257_illumina	AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	NextSeq 550	SRP253798	PRJNA613958		613958	SRS6439073	SAMN14546769	simple	2697049	Severe acute respiratory syndrome coronavirus 2	hCoV-19/Australia/VIC257/2020							no					THE PETER DOHERTY INSTITUTE FOR INFECTION AND IMMUNITY	SRA1063284		public	58032730796B0FAA0C361FC455A8E8DB	57CE401272349C77CBF8D5B772B94890
